Number,StudentLevel,Timestamp,Transcript,Duration,Rating
289,Undergraduate,3/1/23 15:07,"Student: Can I request for a research paper to be made available to me that is not available on open search?
Librarian : hello!
Student : hello
Student : Can I request for a research paper to be made available to me that is not available on open search?
Student : [Link]
Student : this is the link for the research paper I am looking to access
Librarian : Thanks for the information. Let me check it for you. 
Librarian : Of course! You can use interlibrary loan to request it. 
Librarian : Do you need the information on interlibrary loan?
Student : yes please
Student : what is it
Librarian : [Link]
Librarian : Here is the library guide on interlibrary loan. 
Librarian : please create an account of interlibrary loan and then you can request materials via the service. 
Student : okay i will look into it
Student : thank you for the help
Librarian : You're very welcome!
Librarian : You'll receive the materials you request within 2-7 days. Thanks for using ask a librarian service. 
Librarian : BTW, You will receive notices by your ASU email. 
Librarian : Is there anything else we can do for you today?
Student : no i think that is it
Student : you have a nice day
Librarian : You, too!
Librarian : Please don't hesitate to contact us if you need any other assistance. 
Student : will do
Librarian : ??Bye-bye!
",513,0
290,Undergraduate,3/2/23 15:08,"Student: Hey I wanted to enquire about a book
Librarian : Hi [name]
Librarian : :)
Student : Hey I wanted to ask about a book
Librarian : Sure I'd be happy to check for you
Librarian : What is the title?
Student : do you guys have Finke and Shark, The churching of america
Librarian : One moment I'll check our ASU Library catalog
Librarian : Great news we do have it in our collections
Librarian : Finke, &; Stark, R. (2005). The churching of America, 1776-2005?: winners and losers in our religious economy ([2nd ed].). Rutgers University Press.
Librarian : Both in our high density stack collection as a hardback copy
Librarian : And as an e-bbok
Librarian : oops e-book
Librarian : here's the direct link
Librarian : [Link]
Student : So i can just access this through here right
Librarian : Yes if you click on the 
Librarian : [Link]
Librarian : it will take you to the full text
Student : Ok perfect
Student : and if i want the hard copy what is the process for that
Librarian : Sure just click on the Request ASU Copy link 

Librarian : And then select
Librarian : The ASU LIbrary that you would like to pick up the book from 
Student : Do I need my ASU Id to pick up the boo
Student : book
Librarian : Yes or a government sponsored id, like your drivers license
Student : ok thank you so much
Librarian : You're welcome, have a good evening
",480,0
291,Undergraduate,3/2/23 15:08,"Student: E-book
Librarian : Which one? 
Student : Hey I downloaded an e-book
Student : and chose the 3 day option so it will get removed after 3 days right
Librarian : Correct. 
Student : is there a charge for this?
Librarian : You may be able to download it again. 
Librarian : Not if it is through the library. 
Student : ok perfect thank you
",69,0
292,Undergraduate,3/6/23 8:48,"Student: Can asu online students study at any asu library?
Librarian : Of course. 
Student : Ok thank you lol
Student : What would I need to enter?
Librarian : For after midnight, you need to have your suncard in the Noble library
Librarian : Which campus would you like to go? 
Librarian : If it is Downtown Phoenix, the entrance door is sometimes locked so you would have to swipe your suncard. 
Student : Noble library is closest I think to me
Librarian : You just go in.  If you use the library computer, you will have to 
Student : We'll online students aren't given physical cards I think.
Librarian : login with your asurite and password. 
Student : I see
Librarian : There is no need for a physical card. 
Librarian : Just have some kind 
Librarian : of identification and they will find you in the system 
Student : Ok perfect thank you
Librarian : Welcome and have a nice rest of the day! 
",250,0
293,Undergraduate,3/6/23 8:57,"Student: How do I read the book? I can only see the cover and author.
Librarian : Hi [name], what's the title of the book or link to what you are looking at? I can take a look and see what might be going on if it is something through the library or not.
Student : attached a file: [Link]
Librarian : Ok, thanks. let me take a quick look
Student : I am trying to read this article, however I don't know how to open the book.
Student : Okay, thank you
Librarian : So it looks like this is actually a physical government document at the Fletcher Library on the West Campus which would explain why there wasn't a link to open it and read it, etc. You can usually click the request button from the link and have it either sent to another library or because this is a document you could click ""request article"" or scan and they might be able to scan it. Now with all that said, because it is an older government document, I just searched google really quickly because sometimes you might get lucky and find public government documents there that someone else have scanned.
Librarian : See if this link works: [Link]
Librarian : there should be a pdf download
",295,0
294,Undergraduate,3/14/23 10:14,"Student: Citation for a source by Erin L. Epel, ""An Analysis of the Government Subsidization of Animal Agriculture: Effects on Environmental and Social Sustainability""... Publication date.
Librarian : Hi [name]
Student : Hello
Librarian : You can visit our homepage at lib.asu.edu
Librarian : Enter the title of this article into our search box
Student : I was citing the source above but the publication is in May 2023
Student : The citations provided by the homepage are incorrect, or flagged by my professor as questionable
Student : Hello?
Librarian : Those citation dates are what is located here: [Link]
Student : Correct
Student : So is that date the date that I should use and finalize on a bibliography/citation page?
Student : It's only April 2023 as of now
Librarian : Yes, and when you look at the material from our homepage, it will also give you the full citation.
Librarian : See photo
Librarian : Attached a file: [Link]
Librarian : You type the title for the article into our homepage, press enter. When you see the article that you are needing, click the icon at the top "" and it will give you the list of citations.
Student : Is that citation correct? It doesn't include Epel's name or contributors
Librarian : That is the citation that is listed. You can add any additional information that is needed but not listed. Unfortunately it is still technology so there will be some errors. Here is a library guide on our citation styles for you to use for correct formatting: [Link]
Student : So it's incorrect
Librarian : Which citation format are you wanting to use?
Student : MLA8 or MLA9
Librarian : You would just need to add the authors of the article to the citation. 
Student : Anything else?
Librarian : Here are examples of proper citations using MLA: [Link]
",853,1
295,Undergraduate,3/14/23 10:14,"Student: My question was helping me get to source so I won't have to pay.
Librarian : Welcome to ASU Library Ask-A-Librarian chat service. I'm reviewing your question and will respond shortly.
Librarian : Hi [name]. Do you have a link to that source or the citation information?
Student : [Link]
Librarian : Ok. One moment while I gather that info.
Student : Ok.Thank you
Librarian : I think I found the text of the article. Please let me know if you're able to open this link and view the full text. [Link] 
Student : It works thank you.
Librarian : Thanks for using the library Ask a Librarian service! Don't forget to save a copy of this transcript. We look forward to seeing you again!
",604,0
296,Undergraduate,3/14/23 10:25,"Student: Hello, could you please help me find if we have a pdf copy of 

Prentice W.E., &; Draper D.O. (2017). Shortwave and microwave diathermy. Prentice W.E., &; Quillen W, &; Underwood F(Eds.), Therapeutic Modalities in Rehabilitation, 5e. McGraw Hill. https://accessphysiotherapy.mhmedical.com/content.aspx?bookid=2223&;sectionid=173788222
Librarian : Hello. Let me take a look.
Student : Thank you [name]
Librarian : you're welcome [name].one moment please
Librarian : The ASU Library has the 2011 (4th ed.) of that title as an institutional e-book - [Link] - but not the 5th
Librarian : A 6th edition was published in 2021.
Librarian : It appears as though the 5th edition does include that chapter
",265,0
297,Undergraduate,3/14/23 10:25,"Student: I got disconnected from my last chat, could you help me find a PDF copy of 

Prentice W.E., &; Draper D.O. (2017). Shortwave and microwave diathermy. Prentice W.E., &; Quillen W, &; Underwood F(Eds.), Therapeutic Modalities in Rehabilitation, 5e. McGraw Hill. https://accessphysiotherapy.mhmedical.com/content.aspx?bookid=2223&;sectionid=173788222
Librarian : hello.
Librarian : no problem
Student : Hey [name], i got disconnected
Librarian : no problem.
Librarian : The ASU Library has the 2011 (4th ed.) of that title as an institutional e-book - [Link] - but not the 5thDelete messageA 6th edition was published in 2021.
Librarian : ignore #2 (error from copying and pasting)
Student : Awesome!! thank you so much!
Librarian : Chapter 12. Let me get a good link for you.
Librarian : See [Link]
Student : Thank you!!
Librarian : If you connect to the last hyperlink I sent it should connect your to chapter 12 (which is in part 5).
Librarian : you're welcome.
Student : I really appreciate all of your help, you have a great day!!
Librarian : You're welcome. You too.
",150,4
298,Undergraduate,3/14/23 11:18,"Student: I wanted to know if you guys have graphical calculators for lending.
Librarian : Let me check
Librarian : We have t83 &; t84
Librarian : they appear to be graphic
Student : ok, and can you tell me how I can lend them
Librarian : [Link]
Librarian : They are available in most of our libraries on a first come basis. see the link on the guide to find oun
Librarian : You student ID is all you need
Student : ok thanks
",232,4
299,Undergraduate,3/15/23 13:53,"Student: Hello! 
I wanted to see if I can borrow a tablet or iPad with a pen for taking notes in one of my classes. I am at the polytechnic and Tempe campus every day of the week, so If I could borrow that material I can pick it up at whichever campus it is available.
Librarian : Hi [name]: Unfortunately, we don't have tablets or iPad (or laptops) for loan.
Librarian : Sorry.
Student : No worries! Thought it was worth a check, I appreciate it (: have a good rest of your week!
Librarian : It's always worth asking! 
",55,0
300,Undergraduate,3/15/23 15:12,"Student: I have an assignment where I need to find resources that anything with artificial intelligence or chat gpt.
Student : I have an assignment where I need to find resources that anything with artificial intelligence or chat gpt. could you help me
Librarian : Hi [name].  Please hold on while I check on something for you.
Librarian : [Screensharing invitation sent.]
Librarian : I'm sorry, I didn't mean to launch a screenshare (unless you want to do this over Zoom).
Librarian : Either way is fine with me.
Student : This is the assignment.As next-gen artificial intelligence (AI) tools like ChatGPT rapidly advance, educational institutions like [name]ona State University are early testing grounds for the practical applications and ethics of consumer-focused AI. Some advocates claim its educational value and potential are too great to ignore, while critics argue its potential value is not worth the risk, as the tool incentivizes behavior at odds with basic knowledge-building principles.

Today, since ASU positions itself as a global leader in innovation, the stakes behind how to handle the technology are high. The university’s Innovation Board–a select group of ASU professors and administrators across departments who evaluate innovative ideas, gauge their risks and rewards, and determine if those ideas align with ASU’s mission statement, educational principles, and academic ethos overall–is trying to decide if ChatGPT is the type of technology they want to leverage in the classroom and associate the university with in general. If successful, ASU would reaffirm its position as a leader in innovation in the global spotlight. If ASU fails, however, the consequences would be disastrous. In an effort to get a fresh perspective on the matter, the Innovation Board is randomly selecting a group of students to weigh in on the decision-making process. You are one of those students. They want to know what ASU should or should not do, and why.

Regardless of their decision, ASU acknowledges a portion of students will abuse ChatGPT to complete their assignments no matter what. Therefore, in addition to helping the Innovation Board with the above, they have tasked you with creating an evaluation system that helps staff and students differentiate between original content and content potentially generated by AI. The Board wants you to use your system to evaluate three short essays to strengthen and add credibility to your proof of concept.


GETTING STARTED:

This assignment comes in two parts. Both parts make up your written essay.

The Proposal. You must read about and research recent conversations regarding the use of ChatGPT in an educational context. You are required to research and understand all relevant perspectives and their dominant arguments/supporting reasons on the topic. You must also determine what ASU’s mission statement, educational principles, and academic ethos are or represent. Based on all of this information, write a proposal that explains why ASU should or should n
Student : I basically looking for resources to back up
Librarian : You know, this may be easier to do through Zoom, now that I think about it.  Go ahead and click on ""launch.""
",287,0
301,Undergraduate,3/16/23 9:38,"Student: less social interactions among peers affecting students mental health.

I would like to find an article about this.
Librarian : Hi [name], I can help you with that. I would suggest you search for articles in two databases. The first one is Psych Info at [Link] 
Librarian : And the second is Education Fulltext at [Link]
Librarian : I would suggest using key words such as COVID and students and mental health
Librarian : Are you interested in K-12, if not you could use elementary school students, or high school students for example if you want to target a specific age group
Student : Thank you Miss [name]n
Librarian : You are welcome.
Librarian : Thanks for using the library Ask a Librarian service! Don't forget to save a copy of this transcript. We look forward to seeing you again!
",259,4
302,Undergraduate,3/16/23 9:42,"Student: I am trying to access an article for DCE394 titled ""Contemporary Asian American Dance"" by Yutian Wong at this web address given to me by my professor: https://doi-org.ezproxy1.lib.asu.edu/10.1093/acrefore/9780190201098.013.903
I have made sure that I am signed into the ASU library, but the page is still denying my access to the article.
Librarian : Hello.
Librarian : That doi connects to [Link]
Student : Hello! The Oxford Encyclopedia page shows that I am ""Signed in as ASU Library,"" but the article is locked. A classmate has already posted her discussion message using this article, so I'm hoping I can get to it soon too.
Librarian : Unforunately, the ASU Library does not appear to have a subscription to th eonline Oxford Research Encyclopedia of Literature.
Student : Yes, that's the right link. The article has a red lock icon and does not open when I click the doi link.
Student : Sigh
Librarian : Correct. I don't believe that the ASU Library has licensed access. Let me double-check.
Student : Ok, thanks.
Librarian : There appears to be a problem....
Librarian : [Link]
Librarian : The ASU Library Catalog has a record for the title - [Link] - which means that we should have licensed online access. However, like you, I get the padlock. 
Student : Hmmm
Librarian : The list of ""Free"" articles from that encyclopedia can be found at [Link]
Student : I'm checking to see if I can get in through my Maricopa.edu login...
Librarian : okay.
Librarian : Are all students in the class supposed to be accessing this encyclopedia and this entry?
Student : Yes, we had a choice of three articles. One other student has posted her discussion and has a quote from the article in it. The quote is not in the summary...
Student : As in, I think she read the actual article and not just the summary LOL
Librarian : I was wondering about that.
Student : nope, can't get to it through maricopa.edu
Student : they have everything but Oxford article
Librarian : I can create a ticket to report the issue, but I can't say how long it will take for our cataloging/technology people to resolve the issue. And it could be that we don't actually have any licensed (paid for) access. It's possible that we listed it because it includes some free (open access) content.
Student : Ok, thank you.
Student : I can let my professor know that I tried! Maybe she has the article saved and can share it via email.
Librarian : Thanks.
Librarian : Can I get more information about the course and professor?
Librarian : [Link]
Librarian : Carolyn Koch or Isabella Lepp?
Student : DCE394 Isabella Lepp
Librarian : thanks. I will write-up a ticket
Student : OH! I just found the quote in the summary. So my classmate might not have got through...
Librarian : gotcha
Student : YEP.
Librarian : Thank you for bringing this to our attention Amy.I am going to list your name and email in the ticket. Please do tell your instructor about the access issue.
Student : Thank you. I will.
Librarian : Hope that you hear from us soon.
Student : Ok. Have a good day.
Librarian : You too. Bye.
",857,4
303,Undergraduate,3/16/23 10:14,"Student: Could you help me see where I can find this article? 
Hayne, C.R. Pulsed high frequency energy-its place
in physiotherapy Physiotherapy 1984, 70(12), 459-466
Librarian : Welcome to ASU Library Ask-A-Librarian chat service. I'm reviewing your question and will respond shortly.
Student : Hello [name], take your time
Librarian : Hi [name]! Have you made an attempt to find this article in our system and have been unsuccessful?
Student : Yes, i keep finding other articles that ref it but i cant find the article itself
Librarian : Gotcha. One moment as I double check.
Librarian : It appears that we do not subscribe to a database that provides access to that journal from that year (1984). And we do not own any physical copies of that journal. So, your best option would be to submit a request for it via our Interlibrary Loan service. [Link] 
Student : I will give that a shot, thank you for trying
Librarian : You're welcome.
Student : You have a nice day [name]!
Librarian : Thank you. You as well!
Librarian : Thanks for using the library Ask a Librarian service! Don't forget to save a copy of this transcript. We look forward to seeing you again!
",490,4
304,Undergraduate,3/16/23 12:21,"Student: Could you help get the PDF copy of this book? We have Spinger as a database but when i try to login through my Insititute (ASU) it doesn't let me access the PDF. Could you please look into this?
Book: Biological coherence and response to external stimuli
Fröhlich, H. (Herbert), 1905-1991
Berlin ; New York : Springer-Verlag c1988

 Link: https://link.springer.com/book/10.1007/97[phone]9-3
Librarian : hold on
Student : Hello [name]
Student : its all good, just saying hello
Librarian : checking
Librarian : We own the paper copy only: [Link]
Librarian : We do not hove access to the online copy
Student : that's weird, do we have access to the Springer Database? I would prefer a PDF copy
Librarian : We don't own everything in the Springer database
Student : What things can i Access on Springer? is there any other databases that can provide a PDF copy?
Librarian : No other Database we have will give you a PDF copy.
Librarian : If the lock is open in Springer then we have access
Student : thats unfortunate, thank you for looking into this. I appreciate. Ill request the physical book
Student : You have a good day!
Librarian : You, too!
",512,4
305,Undergraduate,3/21/23 9:52,"Student: Could you help me find reliable and interesting information on the increase in online shopping over the past years?
Librarian : Hi [name]--yes! Just a couple of moments while I finish up with another patron
Student : Ok Thanks.
Librarian : My colleague [name] is going to help you.
Student : ok
Librarian : Hi [name], I can help. Have you looked anywhere so far, and is this for a specific class?
Student : This is for ENG 102 and I have just searched on google so far
Librarian : Okay, let me grab you a link, one moment
Student : ok
Librarian : Here's a link to Google Scholar: [Link]
Student : ok thanks
Librarian : Use that link so you're authenticated as an ASU entity--you'll get access to full text
Librarian : I'll go, too, just a second
Librarian : Let me make a few keyword suggestions
Student : ok
Librarian : I just did a search of ""online shopping growth"" and got a lot of good things that look like they could be relevant
Librarian : If you try that search, you'll see links to the right of the ones you can get via the library
Student : ok thanks so much
Librarian : This one, too ""online shopping growth statistics""
Librarian : Sure, if that doesn't work out, we have lots of other databases and sources of information
Student : I am good. Thankz!!
Librarian : Great, take care!
Student : you too
",471,3
306,Undergraduate,3/21/23 11:38,"Student: I need to write a paper on the book: 37 Words : Title IX and Fifty Years of Fighting Sex Discrimination. Ive had access to this book through the online website for the past week, now it's not letting me. Called the library and they said they have the same issue. Can you help?
Librarian : Hi [name]
Librarian : Sure let me check our holding for you one sec...
Librarian : Good news the book is still in our holdings
Librarian : Boschert. (2022). 37 words?: Title IX and fifty years of fighting sex discrimination. The New Press.
Librarian : Let me send you the link
Librarian : to the full text 
Librarian : of the book
Librarian : [Link]
Librarian : Once you click on the link
Librarian : Click on the Ebook Central link
Librarian : to get to the full text
Librarian : 3 people are allowed to read the book at the same time
Librarian : Good news, I just tested it and it works yay
Librarian : Oh!
Librarian : Wait...
Librarian : Sorry the links to the full text are greyed out
Librarian : You're the full text access isn't available
Librarian : I'll report it for you and ask library staff to investigate and fix the issue
",332,0
307,Undergraduate,3/21/23 12:50,"Student: I want to find and article that tells how many students move from on-campus housing to off-campus after their freshman year in ug and in usa.
Librarian : Hi [name]. Please hold on for a moment while I check on something for you.
Librarian : Thanks for waiting. I haven't been able to find any statistics that show that number.  You can find articles that discuss differences between on-campus and off-campus housing and why some students choose one over the other.  I did a search for on-campus and housing and off-campus in the ASU Library catalog ( lib.asu.edu ) and found some good results.
Librarian : You might also try searching the Department of Education site ( ed.gov ) for on-campus housing.
Student : Thank you [name], but I was wondering if there were any surveys that show this
Librarian : I did not find any.  If you like, I can forward your question to one of my colleagues who will get in touch with you via email.
Librarian : Or, if it's not too late, maybe you could choose a different topic . . .?
Student : I don't think I can change the topic since I have already given a presentation on this topic, but yes I will try to add something different. 

Thank you
Librarian : I will forward your question, so please check your email later for their response.
Student : yes miss [name]
Librarian : Have a great day, [name]! ??
Student : You too miss, thank you.
",864,4
308,Undergraduate,3/21/23 12:50,"Student: what is a list of digital subscriptions that comes with my asu account? For instance, I can get a nytimes digital subscription. Is there a list anywhere? Asking since I am writing a paper
Librarian : hello.
Student : hi
Librarian : The ASU Library provides access to our Library One Search and several hundred other search tools/databases. Library One Search is prominently displayed on the library homepage - [Link] - and you can see the list of databases at [Link]
Student : ok, thank you
Librarian : what is your research topic? what course?
Student : growth of streaming servics, macro
Librarian : growth of online streaming subscription services?
Student : ya
Librarian : is this for a business course, freshman composition/writing course?
Student : ya
Librarian : which?
Student : ecn211
Student : or 212 idk which
Librarian : okay.
Librarian : are you required to use specific types of resources?journal articles? peer-reviewed journal articles?
Student : no
Student : im going to go now
Librarian : cool
Student : thank you for answering my questions
Librarian : bye
",280,0
309,Undergraduate,3/21/23 14:19,"Student: Is it possible for me to borrow a laptop charger for my laptop from Makerspace?
Librarian : hi [name], it depends, let me get you are equipment page
Student : Ok thanks
Student : Also where in hayden is it located on the third floor?
Librarian : here is what we have available, [Link]
Librarian : yes, Makerspace on level 3 in Hayden
Student : Is it to the left or right from the elevators
Librarian : to the left and back after coming out of the elevator space
Student : Okay thank you!
Librarian : you're welcome!
",137,0
310,Undergraduate,3/23/23 12:05,"Student: I wanted to borrow a book.
Librarian : Hi [name]. What is the title and author of the book?
Student : The title is ""It ends with us"". And the author is Colleen Hoover.
Student : is it available?
Librarian : Our one copy is currently checked out, but you can submit a request to be notified when it is returned.
Librarian : [Link]
Librarian : However, it does look like there are already 5 requests on that title.
Librarian : It may be quicker for you to check at your local public library.
Student : ""it starts with us"" is that book available?
Student : by Colleen Hoover itself
Librarian : Our copy is checked out.
Librarian : You might be able to check out the book from your local public library.
Student : is ""Fault in Our Stars"" by [name] Green available?
Student : is it available ?
Librarian : No, we don't own a copy of that title.
Student : okay
Librarian : Sorry.
Librarian : May I assist you with anything else?
Librarian : We haven't heard from you in several minutes and your session will be closed soon. Please connect with us again if you need further assistance.
",639,0
311,Undergraduate,3/24/23 15:24,"Student: I am writing a paper where I intend to show that stress is unavoidable and can only be managed proactively.  It affects us internally on the cellular level, externally in the way we behave, and it also affects the plants we need for air and that need us for carbon dioxide.  I must include three outside peer-reviewed academic studies/journal articles – one study per concept and the publication years must be 2012-present.
Librarian : What calss is this for - engineering or psychology?
Librarian : THe advanced search allows you te set the publication date limit to 2012-
Student : I was trying to search the online library but unclear about how to filter my search.  this is for a stress management liberal arts class
Student : i saw that tab just not the one to allow me to search only peer reviewed academic studies and journal articles
Librarian : Ah, I still like  
[Link]  search for
Student : i clicked the link
Librarian : Check mark the PEER-REVIEWED option
Student : yes
Librarian : [Link]
Librarian : this is set to 2012- and peer reviewed.
Librarian : see what you think of these
Student : thank you so much
Librarian : Thanks for using the library Ask a Librarian service! Don't forget to save a copy of this transcript. We look forward to seeing you again!
",477,0
312,Undergraduate,3/29/23 16:29,"Student: Can I drop a class for summer session and not have it lower my financial aid
Librarian : I am sorry but you will have to contact Student Services. We are the library. Let me find some contact info for you. 
",0,0
313,Undergraduate,3/29/23 16:41,"Student: My due date for the book is May 1st, can I return it after my final which is on May 2nd?
Librarian : Hi Ilia, let me check on the return policy for you. Just one moment.
Librarian : Here is a link to the fines policy [Link] . It looks like you are charged a fine once material is 31 days past the due date. So if I understand this policy correctly, it seems like if you return the book one day late, you will not receive a fine. I can turn your question into a ticket and send it to the circulation queue so you can get a more definitive answer if you would like.
Student : Yes, please
Librarian : Great, I will create the ticket now and someone from the circulation team will respond to you by email shortly. Thank you.
Librarian : Thanks for using the library Ask a Librarian service! Don't forget to save a copy of this transcript. We look forward to seeing you again!
",301,0
314,Undergraduate,3/30/23 10:53,"Student: I am looking for sources that are have proposed solutions for helping college students with depression either on campus or off for my ENG  102 essay
Librarian : Welcome to Ask a Librarian! I am reading your question now to see how I can help you.
Librarian : Does the source need to be an article that is peer reviewed or can it be any type of formatted source?
Student : any type of formatted source
Librarian : I recommend a database in the discipline of psychology or social and behavioral sciences. One Such as PsycINFO.
Librarian : [Link]
Librarian : You can always access our databases in our A-Z list.
Librarian : [Link]
Student : is it possible for an article site as well?
Librarian : You can search in the database using some key terms from your research question to find articles in psycinfo.
Librarian : For example try a search using the query... 
Librarian : depression AND (student OR (college OR university))
Librarian : This will give you a list of articles, newspapers, etc.
Student : ohh ok thanks!
Librarian : You're welcome.
Student : Thank you for your help!
Librarian : You're welcome. Can I help with anything else?
Student : No, that will be all
Librarian : Have a good day
Student : you too!
",492,3
315,Undergraduate,4/3/23 9:04,"Student: I am looking for two articles that have different on campus solutions for depression for college students for my ENG 102 class
Librarian : Hi [name]
Librarian : How are you?
Student : I am good, what about you?
Librarian : Oh sure have you tried searching the database called Academic Search Premier?
Student : yes
Librarian : It's interdisciplinary and covers a lot of different topics and would be a good starting point for your topic
Librarian : oh okay great
Student : I am struggling with keywords to find suitable articles
Librarian : Sure I can help you with that... we can search it together
Student : thanks!
Librarian : Okay lets take your topic and break it down to keywords
Student : ok
Librarian : in the first box lets enter
Librarian : depression or depressive disorder or depressive symptoms
Librarian : In the second box let enter
Librarian : college students or university students or undergraduates
Librarian : and in the 3rd box let enter
Librarian : success
Librarian : It does result in over 140 articles
Student : ok
Librarian : the 4th one listed sounds promising
Librarian : Baur, J. (2022). Campus community gardens and student health: A case study of a campus garden and student well-being. Journal of American College Health, 70(2), 377–384. [Link]
Librarian : Success case study with campus gardens
Student : yes this is a perfect article!
Librarian : It does sounds really spot on your topic
Student : indeed!
Librarian : if we change the the 3rd key word to solution instead
Librarian : the results look more relevant
Librarian : depression or depressive disorder or depressive symptoms AND 
college students or university students or undergraduates

AND solution or solutions
Student : yes
Librarian : Here's another that looks promising
Librarian : Levin, M. E., Hicks, E. T., &; Krafft, J. (2022). Pilot evaluation of
 the stop, breathe &; think mindfulness app for student clients on a 
college counseling center waitlist. Journal of American College Health, 70(1), 165–173. [Link]
Student : yes this is also perfect!
Librarian : Here's another that looks promising too
Librarian : Wenge Xu, Hai-Ning Liang, Baghaei, N., Xiaoyue Ma, Kangyou Yu, Xuanru 
Meng, &; Shaoyue Wen. (2021). Effects of an Immersive Virtual Reality
 Exergame on University Students’ Anxiety, Depression, and Perceived 
Stress: Pilot Feasibility and Usability Study. JMIR Serious Games, 9(4), 1–9. [Link]
Student : counseling on campus
Librarian : Is this enough to get you started?
Student : yes this is perfect! Thank you so much for the help!
Librarian : No worries
Librarian : have a swell aft
Librarian : Cheers!
Student : you too!
",681,4
316,Undergraduate,4/4/23 10:42,"Student: I just completed an undergrad course on QM and I'm now doing a summer research project with the professor and we settled on the initial research topic as how quantum tunneling effects semiconductor devices, but I'm having some trouble figuring out what specifically to focus on.  We're planning on doing simulations in Python and the professor found this library: https://docs.solcore.solar/en/master/Solvers/DeviceStructure.html, which looks promising, particularly the page on creating different device structures.  
The professor had suggested looking into how defects, particularly hanging bonds, effects the probability of tunneling and how that, in turn, effects the device performance.  That sounds like it might be interesting, but I don't know enough about it to say if it's even a large enough effect to be relevant, and the articles I'm finding on the topic are a bit over my head.  

Basically, I need help figuring out how to come up with a specific research question that I have suffici
Librarian : Hi [name]... I hope you are well. I am reviewing your question. 
Student : Cool, thanks
Student : I realize you probably aren't familiar with the physics topics and that's OK.  I can do the reading myself to learn about them.  I just need help narrowing down my research question and finding good information.
Librarian : [name], have you looked at the references to the articles that are "" above your head? 
Librarian : Also, can you give a citation or two for the materials that were on target but too detailed? 
Librarian : What key words did you use in your search
Librarian : sorry for all of the questions.  I can try to help you now but will definitely refer you to our STEM librarians. 
Student : I was looking at this wiki article just as a starting point: [Link]
Student : but it doesn't really explain the equations in enough detail that I could see how to actually apply them.  There are lots of references listed, so many I don't even know where to start
Librarian : OK, let me see if I can identify an online encyclopedia for physics that we might have. 
Student : I also found this article: [Link], which is way more detailed, but it uses terminology I'm unfamilar with.
Student : ok thanks
Librarian : Here is an online encyclopedia for mathematical physics... maybe that has something. Can you check it while I keep looking?   Franc?oise, J. P., et al. Encyclopedia of Mathematical Physics. 1st ed., Elsevier, 2006. [Link]
Student : "" I can try to help you now but will definitely refer you to our STEM librarians.""  
I didn't know there were librarians specifically for STEM.  How would I contact them?
Student : Yeah, I'll take a look, thanks
Librarian : I will refer you, after I try a few things. They will receive in email, and respond to you tomorrow. 
Student : OK, thanks
Librarian : I can automatically refer you in this chat system
Student : ok
Librarian : Is this relevant... cited in the article you shared. 

Weber, J. R. et al. Quantum computing with defects. Proc. Natl Acad. Sci. USA 107, 8513–8518 (2010).[Link] [Link] [Link] [Link] 
Librarian : Raza, H. Theoretical study of isolated dangling bonds, dangling bond wires, and dangling bond clusters on a H: Si(001)-(2 × 1) surface. Phys. Rev. B 76, 045308 (2007).[Link] [Link] [Link] 
Student : Looks the second one might be
Student : Thanks
Librarian : So, what I am doing is looking at the citations to the article you shared. I think that is a good strategy because they usually talk about the literature upon which their research is built.. the author's literature review with situates their research in existing research if that makes sense. 
Librarian : I would also look at article that cite the one you found. To do that, go to Google Scholar and type in the title of the article in quotations... see who has cited it since it was published... 
Student : OK, thanks
Librarian : I think our STEM librarians will be able to take this further. This gives you a strategy for now.... 
Student : Yes, thanks for your assistance.
Librarian : 1. Look at physics encyclopedias   go to the library website   [Link]  to use the Search box there. I typed physics encyclopedias   THEN, I limited the results to fulltext online... you will see that in the menu of filters on the right side. 
Librarian : 2. Review the citations of articles you find on topic but too detailed to see if something more general is cited. 
Librarian : 3. Use Google Scholar... from the library HOme page.. frequently used resources menu to find the articles you liked. Then check the CITED items to see if there is something of use. 
Student : The articles you gave helped me in understanding that nature article I found actually, so I'm gonna see where I get with that
Librarian : I am social sciences expert so this is about where my capacity ends. 
Librarian : I am glad I could be of help for this evening. I am going to refer you to my colleagues now. You should hear something tomorrow. 
Student : Sounds good.  Thanks for your help!
Librarian : but FIRST I will email you our chat transcript so that you have everything... 
Librarian : Have a great evening [name]... hang in there, you are going to get this!
Student : OK, sounds good
Student : Thanks!
",1422,3
317,Undergraduate,4/4/23 10:42,"Student: How and where can I purchase my books required by my classes? I am specifically looking for ""Starting Out with C++ from Control Structures to Objects"", Tony Gaddis, 9th Edition, ISBN-13: 9780137341238 (printed or eText)
Librarian : Hi [name] - you can start with the ASU Bookstore. Just one moment, I can get you the website.
Librarian : [Link]
Librarian : This website [Link] FAQ provides good information about how to purchase or rent print and e text books.
Student : Okay, thank you so much, [name]ce!
Librarian : Thanks for using the library Ask a Librarian service! Don't forget to save a copy of this transcript. We look forward to seeing you again!
",316,4
